"PC1"	"PC2"	"PC3"	"PC4"	"PC5"	"PC6"	"PC7"	"PC8"	"PC9"	"PC10"	"header"	"virus"	"country"	"ID"	"info"	"date"	"division"	"city"	"location"	"label"
"hCoV-19/England/20100022706/2020|EPI_ISL_415136|2020-02-29"	-129.8126419181	3.27296488786449	-0.230361120979812	0.277137830753919	-1.24045327416694	0.449229594992788	-1.03317148035821	-0.262133278240272	0.0564596449059323	-0.481388282027137	"hCoV-19/England/20100022706/2020|EPI_ISL_415136|2020-02-29"	"hCoV-19"	"England"	"20100022706"	"2020|EPI_ISL_415136|2020-02-29"	"2020-02-29"	"unknown"	NA	"England"	"hCoV-19/England/20100022706/2020|EPI_ISL_415136|2020-02-29"
"hCoV-19/England/20100023206/2020|EPI_ISL_415137|2020-03-02"	-128.298343815273	-19.7718799502502	-25.1572145127703	-0.805993756356443	-5.42866906277262	1.39196720488474	-2.91195877400754	0.105079984093538	-0.269565153811595	6.96999753906771	"hCoV-19/England/20100023206/2020|EPI_ISL_415137|2020-03-02"	"hCoV-19"	"England"	"20100023206"	"2020|EPI_ISL_415137|2020-03-02"	"2020-03-02"	"unknown"	NA	"England"	"hCoV-19/England/20100023206/2020|EPI_ISL_415137|2020-03-02"
"hCoV-19/England/20100024006/2020|EPI_ISL_415138|2020-03-02"	-130.630976751739	5.08123634209956	-0.823065178834568	0.555074628499846	-1.27000680187936	0.534826077409607	-1.44561669327309	-0.910627851517229	0.23928504817842	-0.946610820327504	"hCoV-19/England/20100024006/2020|EPI_ISL_415138|2020-03-02"	"hCoV-19"	"England"	"20100024006"	"2020|EPI_ISL_415138|2020-03-02"	"2020-03-02"	"unknown"	NA	"England"	"hCoV-19/England/20100024006/2020|EPI_ISL_415138|2020-03-02"
"hCoV-19/England/20100077906/2020|EPI_ISL_415139|2020-03-01"	-129.557605733953	-10.8319000629615	3.22854311909284	0.0715795091747434	4.38316806767693	0.28045075364642	8.29130080763882	2.33036357122709	-1.80849299002085	-4.74234571954295	"hCoV-19/England/20100077906/2020|EPI_ISL_415139|2020-03-01"	"hCoV-19"	"England"	"20100077906"	"2020|EPI_ISL_415139|2020-03-01"	"2020-03-01"	"unknown"	NA	"England"	"hCoV-19/England/20100077906/2020|EPI_ISL_415139|2020-03-01"
"hCoV-19/England/20100121006/2020|EPI_ISL_415140|2020-02-29"	-130.833282489502	4.88665351670745	-0.699281692520462	0.500574370546958	-1.15815280936458	0.482328037889671	-1.24114494216742	-0.6118685624465	0.133318492012869	-0.565854222170709	"hCoV-19/England/20100121006/2020|EPI_ISL_415140|2020-02-29"	"hCoV-19"	"England"	"20100121006"	"2020|EPI_ISL_415140|2020-02-29"	"2020-02-29"	"unknown"	NA	"England"	"hCoV-19/England/20100121006/2020|EPI_ISL_415140|2020-02-29"
"hCoV-19/England/20100121007/2020|EPI_ISL_415141|2020-02-29"	-131.109761061626	4.9045183038372	-0.715824329582498	0.495222959758783	-1.0992711162766	0.456506834411447	-1.23124290403599	-0.607352651222702	0.129234927737922	-0.519124543684083	"hCoV-19/England/20100121007/2020|EPI_ISL_415141|2020-02-29"	"hCoV-19"	"England"	"20100121007"	"2020|EPI_ISL_415141|2020-02-29"	"2020-02-29"	"unknown"	NA	"England"	"hCoV-19/England/20100121007/2020|EPI_ISL_415141|2020-02-29"
"hCoV-19/England/20100122106/2020|EPI_ISL_415142|2020-03-02"	-131.140977583521	-10.6271641090666	3.1064373212964	0.0810769022350776	4.74561231876303	0.141222245660928	8.41622776116325	2.27340109314052	-1.79025582198845	-4.50397830589177	"hCoV-19/England/20100122106/2020|EPI_ISL_415142|2020-03-02"	"hCoV-19"	"England"	"20100122106"	"2020|EPI_ISL_415142|2020-03-02"	"2020-03-02"	"unknown"	NA	"England"	"hCoV-19/England/20100122106/2020|EPI_ISL_415142|2020-03-02"
"hCoV-19/England/20100122107/2020|EPI_ISL_415143|2020-03-02"	-131.04151564588	-10.6281347823272	3.09888482950229	0.0883108815889136	4.74897292136777	0.14722494136604	8.43835663761727	2.26844295441734	-1.7888897396479	-4.5277700504423	"hCoV-19/England/20100122107/2020|EPI_ISL_415143|2020-03-02"	"hCoV-19"	"England"	"20100122107"	"2020|EPI_ISL_415143|2020-03-02"	"2020-03-02"	"unknown"	NA	"England"	"hCoV-19/England/20100122107/2020|EPI_ISL_415143|2020-03-02"
"hCoV-19/England/20102000106/2020|EPI_ISL_415144|2020-02-27"	-129.573432676958	-11.2534810508376	3.27131246240084	0.0914104979654175	4.87553226086855	0.183343953274924	8.83702836684075	2.38680064653613	-1.82180612922612	-4.70511781117396	"hCoV-19/England/20102000106/2020|EPI_ISL_415144|2020-02-27"	"hCoV-19"	"England"	"20102000106"	"2020|EPI_ISL_415144|2020-02-27"	"2020-02-27"	"unknown"	NA	"England"	"hCoV-19/England/20102000106/2020|EPI_ISL_415144|2020-02-27"
"hCoV-19/England/20102000206/2020|EPI_ISL_415145|2020-03-01"	-130.830738076819	5.10936700305804	-0.799430174040335	0.551831382717609	-1.29225447268966	0.534418603921541	-1.4793695978125	-0.920642650687835	0.2436435395168	-0.931862377335095	"hCoV-19/England/20102000206/2020|EPI_ISL_415145|2020-03-01"	"hCoV-19"	"England"	"20102000206"	"2020|EPI_ISL_415145|2020-03-01"	"2020-03-01"	"unknown"	NA	"England"	"hCoV-19/England/20102000206/2020|EPI_ISL_415145|2020-03-01"
"hCoV-19/England/20102000306/2020|EPI_ISL_415146|2020-03-01"	-131.109535148496	3.15897209337031	-0.429244358315059	0.276163788956447	-0.573428368785191	0.230164528079849	-0.621248828007214	-0.26714332039503	0.0523908234347241	-0.185866917798274	"hCoV-19/England/20102000306/2020|EPI_ISL_415146|2020-03-01"	"hCoV-19"	"England"	"20102000306"	"2020|EPI_ISL_415146|2020-03-01"	"2020-03-01"	"unknown"	NA	"England"	"hCoV-19/England/20102000306/2020|EPI_ISL_415146|2020-03-01"
"hCoV-19/England/20102000506/2020|EPI_ISL_415147|2020-03-01"	-130.897580239125	3.61144272558552	-0.506467493601481	0.348432018966304	-0.744381730924549	0.31194135951844	-0.760769053791666	-0.345190466714983	0.0705279951908572	-0.329883002600866	"hCoV-19/England/20102000506/2020|EPI_ISL_415147|2020-03-01"	"hCoV-19"	"England"	"20102000506"	"2020|EPI_ISL_415147|2020-03-01"	"2020-03-01"	"unknown"	NA	"England"	"hCoV-19/England/20102000506/2020|EPI_ISL_415147|2020-03-01"
"hCoV-19/England/20102000906/2020|EPI_ISL_415148|2020-03-03"	-130.862950463275	-3.70397688473685	0.790495857871961	0.169082163784361	1.45462575918111	-0.61959792281366	2.00078925126016	-0.633547561103434	0.41457832566517	1.12731454732139	"hCoV-19/England/20102000906/2020|EPI_ISL_415148|2020-03-03"	"hCoV-19"	"England"	"20102000906"	"2020|EPI_ISL_415148|2020-03-03"	"2020-03-03"	"unknown"	NA	"England"	"hCoV-19/England/20102000906/2020|EPI_ISL_415148|2020-03-03"
"hCoV-19/England/20102068506/2020|EPI_ISL_415149|2020-03-01"	-130.313862928744	-14.5467490448087	4.81912719168917	0.129826669971882	7.19632150380143	0.33427037648629	14.1034507076982	5.96768071899828	-4.17123769603144	-10.4720502930634	"hCoV-19/England/20102068506/2020|EPI_ISL_415149|2020-03-01"	"hCoV-19"	"England"	"20102068506"	"2020|EPI_ISL_415149|2020-03-01"	"2020-03-01"	"unknown"	NA	"England"	"hCoV-19/England/20102068506/2020|EPI_ISL_415149|2020-03-01"
"hCoV-19/England/201040081/2020|EPI_ISL_414525|2020-03-02"	-131.048316193236	3.15606483605773	-0.429335573420163	0.27699398178974	-0.569218228469416	0.227863161379198	-0.617241161379287	-0.269213674863784	0.0556156894570671	-0.181302475218728	"hCoV-19/England/201040081/2020|EPI_ISL_414525|2020-03-02"	"hCoV-19"	"England"	"201040081"	"2020|EPI_ISL_414525|2020-03-02"	"2020-03-02"	"unknown"	NA	"England"	"hCoV-19/England/201040081/2020|EPI_ISL_414525|2020-03-02"
"hCoV-19/England/201040141/2020|EPI_ISL_414526|2020-03-03"	-131.109651947677	3.79871215770853	-0.528031281710624	0.35331145217205	-0.771550532958583	0.31303419281165	-0.842245375276138	-0.381166983898823	0.0788957796804433	-0.300717433074323	"hCoV-19/England/201040141/2020|EPI_ISL_414526|2020-03-03"	"hCoV-19"	"England"	"201040141"	"2020|EPI_ISL_414526|2020-03-03"	"2020-03-03"	"unknown"	NA	"England"	"hCoV-19/England/201040141/2020|EPI_ISL_414526|2020-03-03"
"hCoV-19/England/20110003506/2020|EPI_ISL_415150|2020-03-09"	-129.704863224941	3.33015916385215	-0.262797318311221	0.293981049406501	-1.23132976155877	0.459277558184452	-1.00736436275026	-0.27213230627154	0.0564153809088401	-0.522009798059577	"hCoV-19/England/20110003506/2020|EPI_ISL_415150|2020-03-09"	"hCoV-19"	"England"	"20110003506"	"2020|EPI_ISL_415150|2020-03-09"	"2020-03-09"	"unknown"	NA	"England"	"hCoV-19/England/20110003506/2020|EPI_ISL_415150|2020-03-09"
"hCoV-19/England/Sheff01/2020|EPI_ISL_414500|2020-03-04"	-131.140733912361	-4.58990526923949	1.06639574175873	0.24281562757941	2.39051104797928	-1.67553993210545	2.26630315873606	-1.03155494717605	0.724236411436947	2.01247894235689	"hCoV-19/England/Sheff01/2020|EPI_ISL_414500|2020-03-04"	"hCoV-19"	"England"	"Sheff01"	"2020|EPI_ISL_414500|2020-03-04"	"2020-03-04"	"unknown"	NA	"England"	"hCoV-19/England/Sheff01/2020|EPI_ISL_414500|2020-03-04"
"hCoV-19/England/Sheff02/2020|EPI_ISL_414501|2020-03-03"	-130.872025615642	-6.78385300750883	0.717631280889762	0.262420374744377	2.9512667184241	-1.00606430540509	4.82258407005461	-0.592957077694357	0.377141806946489	1.04803486573727	"hCoV-19/England/Sheff02/2020|EPI_ISL_414501|2020-03-03"	"hCoV-19"	"England"	"Sheff02"	"2020|EPI_ISL_414501|2020-03-03"	"2020-03-03"	"unknown"	NA	"England"	"hCoV-19/England/Sheff02/2020|EPI_ISL_414501|2020-03-03"
"hCoV-19/Finland/1/2020|EPI_ISL_407079|2020-01-29"	-129.838802702037	-3.70081005210685	0.708213978574238	0.175732642723693	1.51125814248996	-0.634388094351708	2.01632200794324	-0.631590118520172	0.446246168592906	1.18151198926956	"hCoV-19/Finland/1/2020|EPI_ISL_407079|2020-01-29"	"hCoV-19"	"Finland"	"1"	"2020|EPI_ISL_407079|2020-01-29"	"2020-01-29"	"unknown"	NA	"Finland"	"hCoV-19/Finland/1/2020|EPI_ISL_407079|2020-01-29"
"hCoV-19/Finland/FIN-114/2020|EPI_ISL_414640|2020-03-01"	-127.632315992732	1.16116570694984	-0.0922522433677243	-0.151137386775438	0.236288317329705	0.0273866718315395	0.3311107931711	-0.290367877863081	0.180073177945044	0.0157936647789376	"hCoV-19/Finland/FIN-114/2020|EPI_ISL_414640|2020-03-01"	"hCoV-19"	"Finland"	"FIN-114"	"2020|EPI_ISL_414640|2020-03-01"	"2020-03-01"	"unknown"	NA	"Finland"	"hCoV-19/Finland/FIN-114/2020|EPI_ISL_414640|2020-03-01"
"hCoV-19/Finland/FIN-25/2020|EPI_ISL_412971|2020-02-25"	-129.559651239013	15.4583614339809	-6.39172649210429	-165.172044867828	14.8769939802775	-3.00611995625631	4.40312189163327	0.905106793098965	-0.332981539748564	0.417096967688564	"hCoV-19/Finland/FIN-25/2020|EPI_ISL_412971|2020-02-25"	"hCoV-19"	"Finland"	"FIN-25"	"2020|EPI_ISL_412971|2020-02-25"	"2020-02-25"	"unknown"	NA	"Finland"	"hCoV-19/Finland/FIN-25/2020|EPI_ISL_412971|2020-02-25"
"hCoV-19/Finland/FIN-266/2020|EPI_ISL_414646|2020-03-04"	-131.113387869905	3.87201269756759	-0.555724168653287	0.367255401790685	-0.76433852683515	0.313521829532102	-0.864149706776131	-0.419988050596458	0.100383457349961	-0.302823285786555	"hCoV-19/Finland/FIN-266/2020|EPI_ISL_414646|2020-03-04"	"hCoV-19"	"Finland"	"FIN-266"	"2020|EPI_ISL_414646|2020-03-04"	"2020-03-04"	"unknown"	NA	"Finland"	"hCoV-19/Finland/FIN-266/2020|EPI_ISL_414646|2020-03-04"
"hCoV-19/Finland/FIN-274/2020|EPI_ISL_414645|2020-03-04"	-127.660271065245	-9.66786894832334	2.70869561238659	0.0586798693316868	4.241424108682	0.136560794544692	7.19019818338022	1.82938512172197	-1.38580409697569	-3.50287742559185	"hCoV-19/Finland/FIN-274/2020|EPI_ISL_414645|2020-03-04"	"hCoV-19"	"Finland"	"FIN-274"	"2020|EPI_ISL_414645|2020-03-04"	"2020-03-04"	"unknown"	NA	"Finland"	"hCoV-19/Finland/FIN-274/2020|EPI_ISL_414645|2020-03-04"
"hCoV-19/Finland/FIN-313/2020|EPI_ISL_414641|2020-03-05"	-131.099957394654	6.56223359418598	-1.04838666762802	0.740153798322764	-1.7842073364078	0.727664306914581	-2.16710652732809	-1.41920910491624	0.380309648695677	-1.39275317073061	"hCoV-19/Finland/FIN-313/2020|EPI_ISL_414641|2020-03-05"	"hCoV-19"	"Finland"	"FIN-313"	"2020|EPI_ISL_414641|2020-03-05"	"2020-03-05"	"unknown"	NA	"Finland"	"hCoV-19/Finland/FIN-313/2020|EPI_ISL_414641|2020-03-05"
"hCoV-19/Finland/FIN-318/2020|EPI_ISL_414644|2020-03-04"	-128.180600622149	5.56188295741145	-1.04076187449886	0.518838809284985	-1.39033551410807	0.601130225374575	-1.67222677082052	-1.02237851455679	0.355318808854211	-1.06598356229369	"hCoV-19/Finland/FIN-318/2020|EPI_ISL_414644|2020-03-04"	"hCoV-19"	"Finland"	"FIN-318"	"2020|EPI_ISL_414644|2020-03-04"	"2020-03-04"	"unknown"	NA	"Finland"	"hCoV-19/Finland/FIN-318/2020|EPI_ISL_414644|2020-03-04"
"hCoV-19/Finland/FIN-455/2020|EPI_ISL_414642|2020-03-08"	-131.108319248789	4.6903575476317	-0.700851592824073	0.494126684549464	-1.05385823701162	0.434966831648728	-1.24620177770843	1.34025569841707	0.213800456071576	-0.124414738867842	"hCoV-19/Finland/FIN-455/2020|EPI_ISL_414642|2020-03-08"	"hCoV-19"	"Finland"	"FIN-455"	"2020|EPI_ISL_414642|2020-03-08"	"2020-03-08"	"unknown"	NA	"Finland"	"hCoV-19/Finland/FIN-455/2020|EPI_ISL_414642|2020-03-08"
"hCoV-19/Finland/FIN-508/2020|EPI_ISL_414643|2020-03-07"	-131.093563160015	5.12836390192786	-0.794685401113454	0.543584911459722	-1.27248529209149	0.517308675658751	-1.50013929812644	-0.919868565200802	0.243348381297836	-0.886828013449409	"hCoV-19/Finland/FIN-508/2020|EPI_ISL_414643|2020-03-07"	"hCoV-19"	"Finland"	"FIN-508"	"2020|EPI_ISL_414643|2020-03-07"	"2020-03-07"	"unknown"	NA	"Finland"	"hCoV-19/Finland/FIN-508/2020|EPI_ISL_414643|2020-03-07"
"hCoV-19/Finland/FIN01032020/2020|EPI_ISL_413605|2020-03-01"	-129.862947990927	-9.53175075899305	2.68928481025892	-0.319806050465078	4.12466337409039	0.120785084546885	7.06650287052318	1.78532598929888	-1.42438013414265	-3.46294886830944	"hCoV-19/Finland/FIN01032020/2020|EPI_ISL_413605|2020-03-01"	"hCoV-19"	"Finland"	"FIN01032020"	"2020|EPI_ISL_413605|2020-03-01"	"2020-03-01"	"unknown"	NA	"Finland"	"hCoV-19/Finland/FIN01032020/2020|EPI_ISL_413605|2020-03-01"
"hCoV-19/Finland/FIN03032020A/2020|EPI_ISL_413602|2020-03-03"	-131.10597396719	4.4264286375638	-0.633822374393816	0.439311732901317	-0.913897937003975	0.374125984746292	-1.03360846770689	-0.560656565940602	0.147043185651929	-0.362845887922475	"hCoV-19/Finland/FIN03032020A/2020|EPI_ISL_413602|2020-03-03"	"hCoV-19"	"Finland"	"FIN03032020A"	"2020|EPI_ISL_413602|2020-03-03"	"2020-03-03"	"unknown"	NA	"Finland"	"hCoV-19/Finland/FIN03032020A/2020|EPI_ISL_413602|2020-03-03"
"hCoV-19/Finland/FIN03032020B/2020|EPI_ISL_413603|2020-03-03"	-131.128868331587	-9.58956421853426	2.72514282336433	0.0507978919464987	4.06044739088565	0.116959373826658	7.01756449139556	1.76364957811261	-1.44241714374054	-3.41053499714337	"hCoV-19/Finland/FIN03032020B/2020|EPI_ISL_413603|2020-03-03"	"hCoV-19"	"Finland"	"FIN03032020B"	"2020|EPI_ISL_413603|2020-03-03"	"2020-03-03"	"unknown"	NA	"Finland"	"hCoV-19/Finland/FIN03032020B/2020|EPI_ISL_413603|2020-03-03"
"hCoV-19/Finland/FIN03032020C/2020|EPI_ISL_413604|2020-03-03"	-131.093563160015	5.12836390192786	-0.794685401113454	0.543584911459722	-1.27248529209149	0.517308675658751	-1.50013929812644	-0.919868565200802	0.243348381297836	-0.886828013449409	"hCoV-19/Finland/FIN03032020C/2020|EPI_ISL_413604|2020-03-03"	"hCoV-19"	"Finland"	"FIN03032020C"	"2020|EPI_ISL_413604|2020-03-03"	"2020-03-03"	"unknown"	NA	"Finland"	"hCoV-19/Finland/FIN03032020C/2020|EPI_ISL_413604|2020-03-03"
"hCoV-19/France/BFC2094/2020|EPI_ISL_415651|2020-03-05"	-131.128605187114	3.91089248440837	-0.578936023009827	0.326714805065754	-0.780532205193198	0.31972818811992	-0.861471376461104	-0.37928983622807	0.0805860666131971	-0.292191481588927	"hCoV-19/France/BFC2094/2020|EPI_ISL_415651|2020-03-05"	"hCoV-19"	"France"	"BFC2094"	"2020|EPI_ISL_415651|2020-03-05"	"2020-03-05"	"unknown"	NA	"France"	"hCoV-19/France/BFC2094/2020|EPI_ISL_415651|2020-03-05"
"hCoV-19/France/BFC2094/2020|EPI_ISL_415694|2020-03-05"	-131.128605187114	3.91089248440837	-0.578936023009827	0.326714805065754	-0.780532205193198	0.31972818811992	-0.861471376461104	-0.37928983622807	0.0805860666131971	-0.292191481588927	"hCoV-19/France/BFC2094/2020|EPI_ISL_415694|2020-03-05"	"hCoV-19"	"France"	"BFC2094"	"2020|EPI_ISL_415694|2020-03-05"	"2020-03-05"	"unknown"	NA	"France"	"hCoV-19/France/BFC2094/2020|EPI_ISL_415694|2020-03-05"
"hCoV-19/France/BFC2147/2020|EPI_ISL_415652|2020-03-05"	-131.119452719086	3.7686519850046	-0.554621060650269	0.311374667551057	-0.744138299241732	0.303804895339197	-0.818009922125133	-0.355027386494934	0.0731055654950792	-0.271545420586662	"hCoV-19/France/BFC2147/2020|EPI_ISL_415652|2020-03-05"	"hCoV-19"	"France"	"BFC2147"	"2020|EPI_ISL_415652|2020-03-05"	"2020-03-05"	"unknown"	NA	"France"	"hCoV-19/France/BFC2147/2020|EPI_ISL_415652|2020-03-05"
"hCoV-19/France/BFC2147/2020|EPI_ISL_415695|2020-03-05"	-131.119452719086	3.7686519850046	-0.554621060650269	0.311374667551057	-0.744138299241732	0.303804895339197	-0.818009922125133	-0.355027386494934	0.0731055654950792	-0.271545420586662	"hCoV-19/France/BFC2147/2020|EPI_ISL_415695|2020-03-05"	"hCoV-19"	"France"	"BFC2147"	"2020|EPI_ISL_415695|2020-03-05"	"2020-03-05"	"unknown"	NA	"France"	"hCoV-19/France/BFC2147/2020|EPI_ISL_415695|2020-03-05"
"hCoV-19/France/GE1583/2020|EPI_ISL_414600|2020-02-26"	-131.181245414011	-27.4318763280768	30.7570242148156	-6.53850674299895	-30.9229078389505	6.30932831569998	-19.8364124546276	2.51579928922959	-1.69939141151709	-5.55101202637161	"hCoV-19/France/GE1583/2020|EPI_ISL_414600|2020-02-26"	"hCoV-19"	"France"	"GE1583"	"2020|EPI_ISL_414600|2020-02-26"	"2020-02-26"	"unknown"	NA	"France"	"hCoV-19/France/GE1583/2020|EPI_ISL_414600|2020-02-26"
"hCoV-19/France/GE1583/2020|EPI_ISL_414623|2020-02-25"	-131.181245414011	-27.4318763280768	30.7570242148156	-6.53850674299895	-30.9229078389505	6.30932831569998	-19.8364124546276	2.51579928922959	-1.69939141151709	-5.55101202637161	"hCoV-19/France/GE1583/2020|EPI_ISL_414623|2020-02-25"	"hCoV-19"	"France"	"GE1583"	"2020|EPI_ISL_414623|2020-02-25"	"2020-02-25"	"unknown"	NA	"France"	"hCoV-19/France/GE1583/2020|EPI_ISL_414623|2020-02-25"
"hCoV-19/France/GE1973/2020|EPI_ISL_414631|2020-03-04"	-131.109535148496	3.15897209337031	-0.429244358315059	0.276163788956447	-0.573428368785191	0.230164528079849	-0.621248828007214	-0.26714332039503	0.0523908234347241	-0.185866917798274	"hCoV-19/France/GE1973/2020|EPI_ISL_414631|2020-03-04"	"hCoV-19"	"France"	"GE1973"	"2020|EPI_ISL_414631|2020-03-04"	"2020-03-04"	"unknown"	NA	"France"	"hCoV-19/France/GE1973/2020|EPI_ISL_414631|2020-03-04"
"hCoV-19/France/GE1977/2020|EPI_ISL_414632|2020-03-04"	-131.149661609593	4.93480639060937	-0.418131473857788	0.715710830281945	-0.410505468249158	0.836101380482209	0.785917877853086	3.38728028038141	-0.696829690803705	-3.5655736452583	"hCoV-19/France/GE1977/2020|EPI_ISL_414632|2020-03-04"	"hCoV-19"	"France"	"GE1977"	"2020|EPI_ISL_414632|2020-03-04"	"2020-03-04"	"unknown"	NA	"France"	"hCoV-19/France/GE1977/2020|EPI_ISL_414632|2020-03-04"
"hCoV-19/France/HF1684/2020|EPI_ISL_414626|2020-02-29"	-131.133632768906	4.86139595249917	-0.722975356906214	0.517615920122363	-1.08426306908765	0.470341905981196	-1.24245253502737	1.13712453798228	0.17061061321218	-0.393888583383434	"hCoV-19/France/HF1684/2020|EPI_ISL_414626|2020-02-29"	"hCoV-19"	"France"	"HF1684"	"2020|EPI_ISL_414626|2020-02-29"	"2020-02-29"	"unknown"	NA	"France"	"hCoV-19/France/HF1684/2020|EPI_ISL_414626|2020-02-29"
"hCoV-19/France/HF1795/2020|EPI_ISL_414627|2020-03-02"	-131.031737458885	4.61793301074583	-0.786670760295601	0.486039308517127	-1.14213797291003	0.455743151848278	-1.31800429435711	1.33081721745379	0.184237110282475	-0.0813554227227395	"hCoV-19/France/HF1795/2020|EPI_ISL_414627|2020-03-02"	"hCoV-19"	"France"	"HF1795"	"2020|EPI_ISL_414627|2020-03-02"	"2020-03-02"	"unknown"	NA	"France"	"hCoV-19/France/HF1795/2020|EPI_ISL_414627|2020-03-02"
"hCoV-19/France/HF1805/2020|EPI_ISL_414628|2020-03-02"	-130.328654931502	4.81946189621829	-0.621596823962526	0.49577430789458	-1.57526327644089	0.576106345693561	-1.65808332042366	0.9539035103829	0.201733539398779	-0.206141382894108	"hCoV-19/France/HF1805/2020|EPI_ISL_414628|2020-03-02"	"hCoV-19"	"France"	"HF1805"	"2020|EPI_ISL_414628|2020-03-02"	"2020-03-02"	"unknown"	NA	"France"	"hCoV-19/France/HF1805/2020|EPI_ISL_414628|2020-03-02"
"hCoV-19/France/HF1870/2020|EPI_ISL_414629|2020-03-03"	-131.13652043337	4.23011170930574	-0.636610904362161	0.361896356229258	-0.868668063860114	0.356711844140978	-0.970693296234478	-0.438749258278512	0.0925023506901033	-0.337215698504165	"hCoV-19/France/HF1870/2020|EPI_ISL_414629|2020-03-03"	"hCoV-19"	"France"	"HF1870"	"2020|EPI_ISL_414629|2020-03-03"	"2020-03-03"	"unknown"	NA	"France"	"hCoV-19/France/HF1870/2020|EPI_ISL_414629|2020-03-03"
"hCoV-19/France/HF1871/2020|EPI_ISL_414630|2020-03-03"	-131.121995774156	6.49994241649296	-1.04126378792779	0.760814425612383	-1.64424802126888	0.691790069087605	-2.04942515602449	2.50176019417391	0.416569765655527	-0.234576321372349	"hCoV-19/France/HF1871/2020|EPI_ISL_414630|2020-03-03"	"hCoV-19"	"France"	"HF1871"	"2020|EPI_ISL_414630|2020-03-03"	"2020-03-03"	"unknown"	NA	"France"	"hCoV-19/France/HF1871/2020|EPI_ISL_414630|2020-03-03"
"hCoV-19/France/HF1986/2020|EPI_ISL_414634|2020-03-04"	-131.116596559183	6.79926738274338	-1.14469167671765	0.810858039483985	-1.78372939833221	0.753217277145002	-2.24002831940216	2.80703517986649	0.46223675830839	-0.251538685933937	"hCoV-19/France/HF1986/2020|EPI_ISL_414634|2020-03-04"	"hCoV-19"	"France"	"HF1986"	"2020|EPI_ISL_414634|2020-03-04"	"2020-03-04"	"unknown"	NA	"France"	"hCoV-19/France/HF1986/2020|EPI_ISL_414634|2020-03-04"
"hCoV-19/France/HF1988/2020|EPI_ISL_414635|2020-03-04"	-131.1315270962	6.36226940579796	-1.02927037698977	0.756532895124029	-1.64537376154266	0.698054394796665	-2.0833068287996	2.71833031797624	0.452769318901674	-0.263529013876699	"hCoV-19/France/HF1988/2020|EPI_ISL_414635|2020-03-04"	"hCoV-19"	"France"	"HF1988"	"2020|EPI_ISL_414635|2020-03-04"	"2020-03-04"	"unknown"	NA	"France"	"hCoV-19/France/HF1988/2020|EPI_ISL_414635|2020-03-04"
"hCoV-19/France/HF1989/2020|EPI_ISL_414636|2020-03-04"	-131.132040571406	8.40836495089125	-1.44132041744242	1.0885812995326	-2.40142600108228	1.03666473129767	-3.172013770723	4.57891320282031	0.775786531471611	-0.457247672869535	"hCoV-19/France/HF1989/2020|EPI_ISL_414636|2020-03-04"	"hCoV-19"	"France"	"HF1989"	"2020|EPI_ISL_414636|2020-03-04"	"2020-03-04"	"unknown"	NA	"France"	"hCoV-19/France/HF1989/2020|EPI_ISL_414636|2020-03-04"
"hCoV-19/France/HF1993/2020|EPI_ISL_414637|2020-03-04"	-131.133632768906	4.86139595249917	-0.722975356906214	0.517615920122363	-1.08426306908765	0.470341905981196	-1.24245253502737	1.13712453798228	0.17061061321218	-0.393888583383434	"hCoV-19/France/HF1993/2020|EPI_ISL_414637|2020-03-04"	"hCoV-19"	"France"	"HF1993"	"2020|EPI_ISL_414637|2020-03-04"	"2020-03-04"	"unknown"	NA	"France"	"hCoV-19/France/HF1993/2020|EPI_ISL_414637|2020-03-04"
"hCoV-19/France/HF1995/2020|EPI_ISL_414638|2020-03-04"	-131.133116293149	5.53178986970377	-0.842670628212346	0.611539251656009	-1.28384693057902	0.560920425928252	-1.49445890758094	1.42383287394017	0.21928239795405	-0.492122783241276	"hCoV-19/France/HF1995/2020|EPI_ISL_414638|2020-03-04"	"hCoV-19"	"France"	"HF1995"	"2020|EPI_ISL_414638|2020-03-04"	"2020-03-04"	"unknown"	NA	"France"	"hCoV-19/France/HF1995/2020|EPI_ISL_414638|2020-03-04"
"hCoV-19/France/HF2039/2020|EPI_ISL_415649|2020-03-05"	-131.124893613257	6.06543848178659	-0.946280897436453	0.69067464834206	-1.5073589474486	0.62824677293238	-1.84840253577145	2.14339949931092	0.354947639696648	-0.217705468311119	"hCoV-19/France/HF2039/2020|EPI_ISL_415649|2020-03-05"	"hCoV-19"	"France"	"HF2039"	"2020|EPI_ISL_415649|2020-03-05"	"2020-03-05"	"unknown"	NA	"France"	"hCoV-19/France/HF2039/2020|EPI_ISL_415649|2020-03-05"
"hCoV-19/France/HF2039/2020|EPI_ISL_415692|2020-03-05"	-131.124893613257	6.06543848178659	-0.946280897436453	0.69067464834206	-1.5073589474486	0.62824677293238	-1.84840253577145	2.14339949931092	0.354947639696648	-0.217705468311119	"hCoV-19/France/HF2039/2020|EPI_ISL_415692|2020-03-05"	"hCoV-19"	"France"	"HF2039"	"2020|EPI_ISL_415692|2020-03-05"	"2020-03-05"	"unknown"	NA	"France"	"hCoV-19/France/HF2039/2020|EPI_ISL_415692|2020-03-05"
